NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise,Sunset,Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,3/13/2021,12:00:00,2459287.17,0.21196897,,351.5126106,7988.210751,0.016699718,1.790512433,353.303123,7990.001263,0.994044855,353.2928145,23.43653463,23.43719448,-6.158260554,-2.662609452,0.043026612,-9.338233529,88.91804886,13:17:41,7:22:01,19:13:22,711.3443909,642.3126865,-19.42182838,45.29983125,44.70016875,0.016288651,44.7164574,152.1402916,
,,,3/14/2021,12:00:00,2459288.17,0.21199635,,352.4982579,7989.196351,0.016699717,1.801948331,354.3002063,7990.9983,0.99431568,354.2898989,23.43653427,23.43719641,-5.241739425,-2.267990764,0.043026619,-9.0605099,89.23740241,13:17:25,7:20:28,19:14:22,713.8992193,642.5904101,-19.35239747,44.90706905,45.09293095,0.016067388,45.10899834,152.0284793,
,,,3/15/2021,12:00:00,2459289.17,0.21202373,,353.4839053,7990.181951,0.016699715,1.812839576,355.2967449,7991.994791,0.994588133,355.2864387,23.43653392,23.43719834,-4.326218792,-1.873008625,0.043026626,-8.778894848,89.55690289,13:17:08,7:18:54,19:15:21,716.4552231,642.8720252,-19.28199371,44.51371234,45.48628766,0.015848779,45.50213644,151.9162711,
,,,3/16/2021,12:00:00,2459290.17,0.21205111,,354.4695527,7991.167552,0.016699714,1.823183439,356.2927361,7992.990735,0.99486213,356.2824311,23.43653356,23.43720027,-3.411613669,-1.477766098,0.043026634,-8.493731276,89.87650702,13:16:51,7:17:20,19:16:21,719.0120562,643.1571887,-19.21070282,44.11988988,45.88011012,0.015632827,45.89574295,151.8035762,
,,,3/17/2021,12:00:00,2459291.17,0.21207849,,355.4552,7992.153152,0.016699713,1.832977366,357.2881774,7993.986129,0.995137587,357.2778735,23.4365332,23.43720219,-2.497838927,-1.082365788,0.043026641,-8.205361826,90.19617212,13:16:33,7:15:46,19:17:20,721.5693769,643.4455582,-19.13861046,43.7257303,46.2742697,0.015419534,46.28968923,151.6903013,
,,,3/18/2021,12:00:00,2459292.17,0.21210586,,356.4408474,7993.138752,0.016699712,1.842218975,358.2830664,7994.980971,0.995414421,358.2727636,23.43653285,23.43720412,-1.584809354,-0.686909855,0.043026648,-7.91412865,90.51585595,13:16:16,7:14:12,19:18:20,724.1268476,643.7367913,-19.06580216,43.33136217,46.66863783,0.015208899,46.68384673,151.5763507,
,,,3/19/2021,12:00:00,2459293.17,0.21213324,,357.4264948,7994.124353,0.016699711,1.850906063,359.2774008,7995.975259,0.995692547,359.2670992,23.43653249,23.43720605,-0.672439715,-0.291500019,0.043026656,-7.620373193,90.83551669,13:15:58,7:12:38,19:19:19,726.6841336,644.0305468,-18.9923633,42.93691389,47.06308611,0.015000922,47.07808703,151.461627,
,,,3/20/2021,12:00:00,2459294.17,0.21216062,,358.4121421,7995.109953,0.01669971,1.859036598,360.2711787,7996.968989,0.995971881,360.2608783,23.43653214,23.43720797,0.239355194,0.103762424,0.043026663,-7.324435984,91.15511284,13:15:40,7:11:03,19:20:18,729.2409027,644.326484,-18.918379,42.54251377,47.45748623,0.0147956,47.47228183,151.3460303,
,,,3/21/2021,12:00:00,2459295.17,0.21218800,,359.3977895,7996.095553,0.016699709,1.866608725,361.2643982,7997.962162,0.996252339,361.254099,23.43653178,23.4372099,1.150660485,0.498776593,0.04302667,-7.026656439,91.47460307,13:15:23,7:09:29,19:21:16,731.7968245,644.6242636,-18.84393411,42.14828996,47.85171004,0.014592929,47.86630297,151.2294589,
,,,3/22/2021,12:00:00,2459296.17,0.21221538,,0.383436848,7997.081153,0.016699707,1.87362076,2.257057608,7998.954774,0.996533834,2.246759529,23.43653142,23.43721183,2.061561123,0.89344201,0.043026677,-6.727372667,91.79394621,13:15:05,7:07:54,19:22:15,734.3515696,644.9235473,-18.76911317,41.75437045,48.24562955,0.014392903,48.26002245,151.1118089,
,,,3/23/2021,12:00:00,2459297.17,0.21224276,,1.369084212,7998.066754,0.016699706,1.880071197,3.249155408,7999.946825,0.996816283,3.238858505,23.43653107,23.43721375,2.972141871,1.287658591,0.043026685,-6.426921291,92.11310112,13:14:47,7:06:19,19:23:14,736.9048089,645.2239987,-18.69400032,41.36088307,48.63911693,0.014195517,48.65331244,150.9929747,
,,,3/24/2021,12:00:00,2459298.17,0.21227013,,2.354731575,7999.052354,0.016699705,1.885958701,4.240690276,8000.938313,0.9970996,4.230394553,23.43653071,23.43721567,3.882487234,1.68132663,0.043026692,-6.125637265,92.43202662,13:14:28,7:04:45,19:24:12,739.456213,645.5252827,-18.61867932,40.96795551,49.03204449,0.014000765,49.04604526,150.8728487,
,,,3/25/2021,12:00:00,2459299.17,0.21229751,,3.340378939,8000.037954,0.016699704,1.891282113,5.231661052,8001.929236,0.9973837,5.221366513,23.43653036,23.4372176,4.792681404,2.074346791,0.043026699,-5.823853705,92.75068139,13:14:10,7:03:10,19:25:11,742.0054511,645.8270663,-18.54323343,40.57571524,49.42428476,0.013808639,49.4380934,150.7513217,
,,,3/26/2021,12:00:00,2459300.17,0.21232489,,4.326026303,8001.023555,0.016699703,1.896040444,6.222066747,8002.919595,0.997668497,6.211773396,23.43653,23.43721952,5.702808208,2.466620092,0.043026706,-5.521901722,93.06902389,13:13:52,7:01:36,19:26:09,744.5521911,646.1290183,-18.46774543,40.18428958,49.81571042,0.01361913,49.82932955,150.6282826,
,,,3/27/2021,12:00:00,2459301.17,0.21235227,,5.311673666,8002.009155,0.016699702,1.900232882,7.211906548,8003.909388,0.997953906,7.201614389,23.43652964,23.43722144,6.612951048,2.8580479,0.043026714,-5.220110257,93.38701229,13:13:34,7:00:01,19:27:07,747.0960983,646.4308097,-18.39229756,39.79380565,50.20619435,0.013432231,50.21962658,150.5036191,
,,,3/28/2021,12:00:00,2459302.17,0.21237965,,6.29732103,8002.994755,0.0166997,1.903858784,8.201179814,8004.898614,0.998239841,8.190888851,23.43652929,23.43722336,7.523192855,3.248531914,0.043026721,-4.918805922,93.70460434,13:13:16,6:58:27,19:28:05,749.6368347,646.7321141,-18.31697148,39.40439039,50.59560961,0.013247931,50.60885755,150.3772171,
,,,3/29/2021,12:00:00,2459303.17,0.21240703,,7.282968394,8003.980355,0.016699699,1.906917679,9.189886073,8005.887273,0.998526217,9.179596309,23.43652893,23.43722529,8.433616028,3.637974156,0.043026728,-4.618312837,94.02175736,13:12:58,6:56:53,19:29:03,752.1740588,647.0326072,-18.24184821,39.01617051,50.98382949,0.013066223,50.99689571,150.2489612,
,,,3/30/2021,12:00:00,2459304.17,0.21243441,,8.268615757,8004.965956,0.016699698,1.909409269,10.17802503,8006.875365,0.998812949,10.16773647,23.43652858,23.43722721,9.344302383,4.02627696,0.043026735,-4.318952475,94.33842807,13:12:40,6:55:19,19:30:01,754.7074246,647.3319675,-18.16700812,38.62927255,51.37072745,0.012887096,51.38361455,150.1187349,
,,,3/31/2021,12:00:00,2459305.17,0.21246178,,9.254263121,8005.951556,0.016699697,1.911333425,11.16559655,8007.862889,0.99909995,11.15530919,23.43652822,23.43722913,10.2553331,4.413342961,0.043026743,-4.0210435,94.6545726,13:12:22,6:53:45,19:30:59,757.2365808,647.6298765,-18.09253087,38.24382281,51.75617719,0.01271054,51.76888774,149.9864205,
,,,4/1/2021,12:00:00,2459306.17,0.21248916,,10.23991048,8006.937156,0.016699696,1.912690188,12.15260067,8008.849846,0.999387137,12.14231453,23.43652786,23.43723104,11.16678866,4.799075087,0.04302675,-3.724901611,94.97014633,13:12:04,6:52:12,19:31:57,759.7611706,647.9260184,-18.0184954,37.85994737,52.14005263,0.012536546,52.15258917,149.8518995,
,,,4/2/2021,12:00:00,2459307.17,0.21251654,,11.22555785,8007.922757,0.016699695,1.913479769,13.13903762,8009.836236,0.999674422,13.12875269,23.43652751,23.43723296,12.07874881,5.183376547,0.043026757,-3.43083938,95.28510384,13:11:47,6:50:38,19:32:55,762.2808307,648.2200806,-17.94497985,37.47777211,52.52222789,0.012365103,52.534593,149.7150524,
,,,4/3/2021,12:00:00,2459308.17,0.21254392,,12.21120521,8008.908357,0.016699694,1.913702546,14.12490776,8010.822059,0.999961722,14.11462405,23.43652715,23.43723488,12.99129248,5.566150822,0.043026764,-3.139166087,95.59939886,13:11:29,6:49:05,19:33:53,764.7951909,648.5117539,-17.87206152,37.09742263,52.90257737,0.012196201,52.91477357,149.5757593,
,,,4/4/2021,12:00:00,2459309.17,0.21257130,,13.19685258,8009.893957,0.016699692,1.913359065,15.11021164,8011.807316,1.00024895,15.09992916,23.4365268,23.4372368,13.90449775,5.947301659,0.043026772,-2.850187553,95.91298413,13:11:12,6:47:33,19:34:51,767.3038731,648.8007324,-17.79981689,36.71902432,53.28097568,0.012029831,53.29300551,149.4338999,
,,,4/5/2021,12:00:00,2459310.17,0.21259868,,14.18249994,8010.879557,0.016699691,1.912450039,16.09494998,8012.792007,1.000536023,16.08466872,23.43652644,23.43723872,14.81844179,6.326733062,0.043026779,-2.564205971,96.22581139,13:10:55,6:46:01,19:35:49,769.8064911,649.086714,-17.72832149,36.34270228,53.65729772,0.011865983,53.6691637,149.2893535,
,,,4/6/2021,12:00:00,2459311.17,0.21262606,,15.1681473,8011.865158,0.01669969,1.910976345,17.07912365,8013.776134,1.000822856,17.06884362,23.43652608,23.43724063,15.73320079,6.704349284,0.043026786,-2.281519727,96.53783126,13:10:38,6:44:29,19:36:47,772.30265,649.3694003,-17.65764993,35.96858135,54.03141865,0.011704646,54.0431233,149.1419996,
,,,4/7/2021,12:00:00,2459312.17,0.21265343,,16.15379467,8012.850758,0.016699689,1.908939027,18.06273369,8014.759697,1.001109363,18.0524549,23.43652573,23.43724255,16.64884993,7.080054824,0.043026793,-2.002423223,96.84899316,13:10:21,6:42:57,19:37:45,774.7919453,649.6484968,-17.58787581,35.59678607,54.40321393,0.011545812,54.41475974,148.9917179,
,,,4/8/2021,12:00:00,2459313.17,0.21268081,,17.13944203,8013.836358,0.016699688,1.906339291,19.04578132,8015.742697,1.001395462,19.03550377,23.43652537,23.43724446,17.56546328,7.453754417,0.043026801,-1.727206686,97.15924528,13:10:05,6:41:26,19:38:43,777.2739622,649.9237133,-17.51907167,35.22744069,54.77255931,0.011389471,54.78394879,148.8383887,
,,,4/9/2021,12:00:00,2459314.17,0.21270819,,18.12508939,8014.821958,0.016699687,1.903178506,20.0282679,8016.725137,1.001681067,20.01799159,23.43652502,23.43724638,18.48311379,7.825353034,0.043026808,-1.456155979,97.46853448,13:09:48,6:39:56,19:39:41,779.7482758,650.194764,-17.45130899,34.8606691,55.1393309,0.011235614,55.15056652,148.6818932,
,,,4/10/2021,12:00:00,2459315.17,0.21273557,,19.11073676,8015.807559,0.016699686,1.899458202,21.01019496,8017.707017,1.001966095,20.9999199,23.43652466,23.43724829,19.4018732,8.194755877,0.043026815,-1.189552399,97.77680621,13:09:32,6:38:26,19:40:39,782.2144497,650.4613676,-17.3846581,34.49659486,55.50340514,0.011084232,55.51448937,148.5221135,
,,,4/11/2021,12:00:00,2459316.17,0.21276295,,20.09638412,8016.793159,0.016699684,1.895180069,21.99156419,8018.688339,1.002250464,21.98129038,23.4365243,23.4372502,20.32181197,8.561868377,0.043026822,-0.92767247,98.08400448,13:09:17,6:36:56,19:41:37,784.6720358,650.7232475,-17.31918812,34.13534115,55.86465885,0.010935318,55.87559417,148.3589335,
,,,4/12/2021,12:00:00,2459317.17,0.21279033,,21.08203149,8017.778759,0.016699683,1.890345959,22.97237744,8019.669105,1.002534089,22.96210489,23.43652395,23.43725212,21.24299926,8.926596192,0.043026829,-0.670787732,98.39007175,13:09:01,6:35:28,19:42:35,787.120574,650.9801323,-17.25496693,33.77703072,56.22296928,0.010788862,56.23375814,148.1922386,
,,,4/13/2021,12:00:00,2459318.17,0.21281770,,22.06767885,8018.76436,0.016699682,1.884957877,23.95263673,8020.649317,1.002816888,23.94236543,23.43652359,23.43725403,22.16550284,9.288845207,0.043026837,-0.419164514,98.6949489,13:08:46,6:33:59,19:43:33,789.5595912,651.2317555,-17.19206113,33.42178591,56.57821409,0.010644858,56.58885895,148.0219167,
,,,4/14/2021,12:00:00,2459319.17,0.21284508,,23.05332621,8019.74996,0.016699681,1.879017988,24.9323442,8021.628978,1.00309878,24.92207417,23.43652324,23.43725594,23.08938902,9.648521537,0.043026844,-0.173063711,98.99857516,13:08:31,6:32:32,19:44:31,791.9886013,651.4778563,-17.13053593,33.06972854,56.93027146,0.010503298,56.94077476,147.8478582,
,,,4/15/2021,12:00:00,2459320.17,0.21287246,,24.03897358,8020.73556,0.01669968,1.872528612,25.91150219,8022.608089,1.003379681,25.90123342,23.43652288,23.43725785,24.01472261,10.00553153,0.043026851,0.067259456,99.30088803,13:08:17,6:31:05,19:45:29,794.4071043,651.7181795,-17.07045514,32.72097993,57.27902007,0.010364175,57.28938424,147.6699566,
,,,4/16/2021,12:00:00,2459321.17,0.21289984,,25.02462094,8021.72116,0.016699679,1.865492223,26.89011316,8023.586653,1.003659511,26.87984567,23.43652252,23.43725976,24.94156686,10.35978176,0.043026858,0.301555682,99.60182327,13:08:03,6:29:38,19:46:27,796.8145862,651.9524757,-17.01188108,32.37566085,57.62433915,0.010227483,57.63456664,147.4881089,
,,,4/17/2021,12:00:00,2459322.17,0.21292722,,26.0102683,8022.706761,0.016699677,1.857911445,27.86817975,8024.564672,1.003938189,27.85791353,23.43652217,23.43726167,25.86998335,10.71117906,0.043026866,0.529581833,99.90131481,13:07:49,6:28:13,19:47:25,799.2105185,652.1805018,-16.95487454,32.03389141,57.96610859,0.010093215,57.97620181,147.3022161,
,,,4/18/2021,12:00:00,2459323.17,0.21295460,,26.99591567,8023.692361,0.016699676,1.849789058,28.84570473,8025.54215,1.004215634,28.83543978,23.43652181,23.43726358,26.80003198,11.05963048,0.043026873,0.7511012,100.1992947,13:07:36,6:26:48,19:48:24,801.5943576,652.4020212,-16.8994947,31.69579108,58.30420892,0.009961367,58.31417029,147.1121839,
,,,4/19/2021,12:00:00,2459324.17,0.21298198,,27.98156303,8024.677961,0.016699675,1.841127988,29.82269102,8026.519089,1.004491765,29.81242736,23.43652146,23.43726549,27.73177087,11.40504336,0.04302688,0.965883767,100.4956931,13:07:23,6:25:24,19:49:22,803.9655447,652.6168038,-16.84579906,31.36147858,58.63852142,0.009831932,58.64835335,146.9179227,
,,,4/20/2021,12:00:00,2459325.17,0.21300935,,28.96721039,8025.663562,0.016699674,1.831931311,30.79914171,8027.495493,1.004766504,30.78887933,23.4365211,23.43726739,28.66525632,11.74732527,0.043026887,1.17370648,100.7904382,13:07:11,6:24:01,19:50:20,806.3235054,652.8246265,-16.79384338,31.03107184,58.96892816,0.009704907,58.97863307,146.719349,
,,,4/21/2021,12:00:00,2459326.17,0.21303673,,29.95285776,8026.649162,0.016699673,1.822202249,31.77506001,8028.471364,1.005039772,31.76479892,23.43652074,23.4372693,29.6005427,12.08638408,0.043026894,1.37435353,101.0834561,13:06:58,6:22:38,19:51:19,808.667649,653.0252735,-16.74368162,30.70468791,59.29531209,0.009580286,59.30489237,146.5163853,
,,,4/22/2021,12:00:00,2459327.17,0.21306411,,30.93850512,8027.634762,0.016699672,1.81194417,32.75044929,8029.446706,1.00531149,32.7401895,23.43652039,23.43727121,30.53768243,12.42212795,0.043026902,1.567616631,101.3746711,13:06:47,6:21:17,19:52:17,810.9973689,653.2185366,-16.69536584,30.3824429,59.6175571,0.009458067,59.62701517,146.3089609,
,,,4/23/2021,12:00:00,2459328.17,0.21309149,,31.92415249,8028.620362,0.016699671,1.801160586,33.72531307,8030.421523,1.00558158,33.71505458,23.43652003,23.43727311,31.47672588,12.75446532,0.043026909,1.753295307,101.6640052,13:06:36,6:19:56,19:53:15,813.312042,653.4042153,-16.64894617,30.06445187,59.93554813,0.009338244,59.94488637,146.0970128,
,,,4/24/2021,12:00:00,2459329.17,0.21311887,,32.90979985,8029.605963,0.016699669,1.789855151,34.699655,8031.395818,1.005849965,34.68939781,23.43651968,23.43727502,32.41772134,13.08330496,0.043026916,1.93119719,101.9513785,13:06:25,6:18:37,19:54:13,815.6110283,653.5821172,-16.6044707,29.75082879,60.24917121,0.009220815,60.25839202,145.8804861,
,,,4/25/2021,12:00:00,2459330.17,0.21314625,,33.89544721,8030.591563,0.016699668,1.778031659,35.67347887,8032.369595,1.006116568,35.66322298,23.43651932,23.43727692,33.36071488,13.40855599,0.043026923,2.101138309,102.2367089,13:06:15,6:17:18,19:55:12,817.8936711,653.7520583,-16.56198542,29.44168638,60.55831362,0.009105778,60.56741939,145.6593347,
,,,4/26/2021,12:00:00,2459331.17,0.21317363,,34.88109458,8031.577163,0.016699667,1.765694045,36.64678862,8033.342857,1.006381313,36.63653404,23.43651896,23.43727883,34.30575037,13.73012787,0.04302693,2.26294339,102.5199121,13:06:05,6:16:00,19:56:10,820.1592968,653.9138634,-16.52153415,29.13713607,60.86286393,0.008993129,60.87185706,145.4335223,
,,,4/27/2021,12:00:00,2459332.17,0.21320100,,35.86674194,8032.562764,0.016699666,1.75284638,37.61958832,8034.31561,1.006644125,37.60933505,23.43651861,23.43728073,35.25286934,14.04793043,0.043026938,2.416446155,102.8009018,13:05:56,6:14:44,19:57:08,822.4072148,654.0673662,-16.48315846,28.83728784,61.16271216,0.008882867,61.17159503,145.2030226,
,,,4/28/2021,12:00:00,2459333.17,0.21322838,,36.8523893,8033.548364,0.016699665,1.73949287,38.59188217,8035.287857,1.006904928,38.58163022,23.43651825,23.43728263,36.20211096,14.36187393,0.043026945,2.561489619,103.0795896,13:05:47,6:13:28,19:58:06,824.6367172,654.2124096,-16.4468976,28.54225013,61.45774987,0.008774989,61.46652486,144.9678207,
,,,4/29/2021,12:00:00,2459334.17,0.21325576,,37.83803667,8034.533964,0.016699664,1.725637857,39.56367453,8036.259602,1.00716365,39.5534239,23.4365179,23.43728453,37.15351194,14.67186903,0.043026952,2.697926394,103.3558849,13:05:39,6:12:14,19:59:04,826.8470793,654.3488464,-16.4127884,28.25212973,61.74787027,0.008669495,61.75653977,144.7279132,
,,,4/30/2021,12:00:00,2459335.17,0.21328314,,38.82368403,8035.519564,0.016699662,1.711285815,40.53496985,8037.23085,1.007420217,40.52472054,23.43651754,23.43728643,38.10710649,14.97782686,0.043026959,2.825618982,103.6296949,13:05:31,6:11:00,20:00:03,829.0375596,654.476539,-16.38086525,27.96703162,62.03296838,0.008566381,62.04153476,144.4833094,
,,,5/1/2021,12:00:00,2459336.17,0.21331052,,39.8093314,8036.505165,0.016699661,1.696441348,41.50577274,8038.201606,1.007674556,41.49552477,23.43651718,23.43728833,39.06292622,15.27965902,0.043026966,2.944440069,103.9009249,13:05:24,6:09:48,20:01:01,831.2073994,654.5953601,-16.35115998,27.68705887,62.31294113,0.008465648,62.32140678,144.2340318,
,,,5/2/2021,12:00:00,2459337.17,0.21333790,,40.79497876,8037.490765,0.01669966,1.681109188,42.47608795,8039.171874,1.007926595,42.46584131,23.43651683,23.43729023,40.02100011,15.57727761,0.043026973,3.054272822,104.169478,13:05:18,6:08:37,20:01:58,833.3558237,654.7051928,-16.32370179,27.41231247,62.58768753,0.008367294,62.59605483,143.980117,
,,,5/3/2021,12:00:00,2459338.17,0.21336527,,41.78062612,8038.476365,0.016699659,1.665294198,43.44592032,8040.141659,1.008176263,43.43567502,23.43651647,23.43729213,40.98135444,15.87059532,0.043026981,3.155011166,104.4352552,13:05:12,6:07:27,20:02:56,835.4820412,654.8059312,-16.29851721,27.1428912,62.8571088,0.008271318,62.86538012,143.7216163,
,,,5/4/2021,12:00:00,2459339.17,0.21339265,,42.76627349,8039.461965,0.016699658,1.649001361,44.41527485,8041.110967,1.008423489,44.40503088,23.43651611,23.43729403,41.94401269,16.15952537,0.043026988,3.246560072,104.6981556,13:05:06,6:06:19,20:03:54,837.5852445,654.8974801,-16.27562998,26.8788915,63.1211085,0.00817772,63.12928622,143.4585966,
,,,5/5/2021,12:00:00,2459340.17,0.21342003,,43.75192085,8040.447566,0.016699657,1.632235789,45.38415664,8042.079802,1.008668205,45.37391402,23.43651576,23.43729593,42.90899552,16.44398162,0.043026995,3.328835821,104.9580763,13:05:01,6:05:11,20:04:51,839.6646105,654.9797558,-16.25506104,26.62040725,63.37959275,0.008086497,63.38767925,143.1911409,
,,,5/6/2021,12:00:00,2459341.17,0.21344741,,44.73756821,8041.433166,0.016699656,1.615002713,46.35257093,8043.048169,1.008910342,46.34232965,23.4365154,23.43729783,43.8763207,16.72387858,0.043027002,3.401766273,105.2149126,13:04:57,6:04:05,20:05:48,841.719301,655.0526863,-16.23682843,26.36752967,63.63247033,0.00799765,63.64046798,142.9193489,
,,,5/7/2021,12:00:00,2459342.17,0.21347479,,45.72321558,8042.418766,0.016699654,1.597307484,47.32052306,8044.016074,1.009149831,47.31028314,23.43651505,23.43729972,44.84600304,16.99913145,0.043027009,3.465291117,105.4685579,13:04:53,6:03:01,20:06:45,843.7484632,655.1162111,-16.22094722,26.12034716,63.87965284,0.007911177,63.88756402,142.6433381,
,,,5/8/2021,12:00:00,2459343.17,0.21350217,,46.70886294,8043.404367,0.016699653,1.579155571,48.28801851,8044.983522,1.009386605,48.27777995,23.43651469,23.43730162,45.81805437,17.26965618,0.043027016,3.519362111,105.7189038,13:04:50,6:01:57,20:07:42,845.7512304,655.1702821,-16.20742947,25.87894506,64.12105494,0.007827076,64.12888202,142.3632436,
,,,5/9/2021,12:00:00,2459344.17,0.21352955,,47.69451031,8044.389967,0.016699652,1.560552561,49.25506287,8045.950519,1.009620599,49.24482566,23.43651433,23.43730351,46.79248342,17.53536948,0.043027024,3.563943315,105.9658403,13:04:47,6:00:55,20:08:39,847.7267223,655.2148633,-16.19628417,25.64340557,64.35659443,0.007745348,64.36433978,142.0792195,
,,,5/10/2021,12:00:00,2459345.17,0.21355692,,48.68015767,8045.375567,0.016699651,1.541504155,50.22166182,8046.917071,1.009851747,50.21142598,23.43651398,23.43730541,47.76929584,17.7961889,0.043027031,3.599011304,106.2092558,13:04:45,5:59:55,20:09:35,849.6740461,655.2499313,-16.18751717,25.41380751,64.58619249,0.00766599,64.59385848,141.7914385,
,,,5/11/2021,12:00:00,2459346.17,0.21358430,,49.66580503,8046.361167,0.01669965,1.522016166,51.1878212,8047.883184,1.010079984,51.17758673,23.43651362,23.4373073,48.74849413,18.05203284,0.043027038,3.624555363,106.4490372,13:04:43,5:58:56,20:10:31,851.5922974,655.2754754,-16.18113116,25.1902262,64.8097738,0.007588999,64.8173628,141.500093,
,,,5/12/2021,12:00:00,2459347.17,0.21361168,,50.6514524,8047.346768,0.016699649,1.502094518,52.15354691,8048.848862,1.010305247,52.14331381,23.43651327,23.43730919,49.73007757,18.30282065,0.043027045,3.640577677,106.6850701,13:04:43,5:57:58,20:11:27,853.4805607,655.2914977,-16.17712558,24.97273326,65.02726674,0.007514375,65.03478112,141.2053948,
,,,5/13/2021,12:00:00,2459348.17,0.21363906,,51.63709976,8048.332368,0.016699647,1.481745243,53.118845,8049.814113,1.010527474,53.10861328,23.43651291,23.43731109,50.71404222,18.54847263,0.043027052,3.647093493,106.9172389,13:04:42,5:57:02,20:12:22,855.3379109,655.2980135,-16.17549663,24.76139643,65.23860357,0.007442115,65.24604569,140.9075761,
,,,5/14/2021,12:00:00,2459349.17,0.21366644,,52.62274712,8049.317968,0.016699646,1.460974482,54.08372161,8050.778943,1.010746602,54.07349126,23.43651255,23.43731298,51.70038086,18.78891011,0.043027059,3.644131267,107.1454267,13:04:42,5:56:07,20:13:17,857.1634139,655.2950513,-16.17623718,24.55627943,65.44372057,0.007372215,65.45109278,140.6068886,
,,,5/15/2021,12:00:00,2459350.17,0.21369382,,53.60839449,8050.303569,0.016699645,1.439788479,55.04818297,8051.743357,1.01096257,55.037954,23.4365122,23.43731487,52.68908296,19.0240555,0.043027066,3.631732788,107.369516,13:04:43,5:55:14,20:14:12,858.9561282,655.2826528,-16.1793368,24.35744182,65.64255818,0.007304671,65.64986286,140.3036045,
,,,5/16/2021,12:00:00,2459351.17,0.21372120,,54.59404185,8051.289169,0.016699644,1.418193584,56.01223544,8052.707362,1.01117532,56.00200786,23.43651184,23.43731676,53.68013468,19.25383231,0.043027074,3.609953289,107.5893882,13:04:44,5:54:23,20:15:06,860.7151056,655.2608733,-16.18478168,24.16493876,65.83506124,0.007239481,65.84230072,139.9980158,
,,,5/17/2021,12:00:00,2459352.17,0.21374857,,55.57968922,8052.274769,0.016699643,1.396196244,56.97588546,8053.670965,1.011384792,56.96565927,23.43651149,23.43731865,54.67351881,19.47816528,0.043027081,3.578861524,107.8049242,13:04:46,5:53:33,20:15:59,862.4393933,655.2297815,-16.19255462,23.97882096,66.02117904,0.007176639,66.02835568,139.6904343,
,,,5/18/2021,12:00:00,2459353.17,0.21377595,,56.56533658,8053.260369,0.016699642,1.37380301,57.93913959,8054.634172,1.011590928,57.9289148,23.43651113,23.43732054,55.66921478,19.69698036,0.043027088,3.538539834,108.0160043,13:04:49,5:52:45,20:16:52,864.1280343,655.1894598,-16.20263504,23.79913448,66.20086552,0.007116139,66.20798166,139.3811915,
,,,5/19/2021,12:00:00,2459354.17,0.21380333,,57.55098394,8054.24597,0.016699641,1.351020525,58.90200447,8055.59699,1.011793671,58.89178108,23.43651077,23.43732243,56.66719862,19.91020481,0.043027095,3.48908418,108.2225087,13:04:52,5:51:58,20:17:45,865.7800698,655.1400042,-16.21499895,23.62592062,66.37407938,0.007057977,66.38113735,139.0706375,
,,,5/20/2021,12:00:00,2459355.17,0.21383071,,58.53663131,8055.23157,0.016699639,1.327855534,59.86448684,8056.559425,1.011992966,59.85426485,23.43651042,23.43732431,57.667443,20.11776726,0.043027102,3.430604154,108.4243175,13:04:55,5:51:13,20:18:37,867.3945402,655.0815242,-16.22961896,23.4592158,66.5407842,0.007002144,66.54778635,138.7591413,
,,,5/21/2021,12:00:00,2459356.17,0.21385809,,59.52227867,8056.21717,0.016699638,1.304314869,60.82659354,8057.521485,1.012188757,60.81637296,23.43651006,23.4373262,58.66991718,20.31959773,0.043027109,3.363222968,108.6213108,13:04:59,5:50:30,20:19:28,868.9704867,655.014143,-16.24646426,23.29905144,66.70094856,0.006948634,66.70789719,138.4470894,
,,,5/22/2021,12:00:00,2459357.17,0.21388547,,60.50792603,8057.202771,0.016699637,1.280405457,61.78833149,8058.483176,1.012380991,61.77811232,23.43650971,23.43732809,59.67458705,20.51562775,0.043027116,3.287077408,108.8133692,13:05:04,5:49:49,20:20:19,870.5069533,654.9379974,-16.26550065,23.1454539,66.8545461,0.006897439,66.86144354,138.1348853,
,,,5/23/2021,12:00:00,2459358.17,0.21391285,,61.4935734,8058.188371,0.016699636,1.256134315,62.74970771,8059.444505,1.012569615,62.73948995,23.43650935,23.43732997,60.68141515,20.70579036,0.043027123,3.202317776,109.0003736,13:05:09,5:49:09,20:21:09,872.0029884,654.8532378,-16.28669056,22.99844438,67.00155562,0.006848548,67.00840417,137.8229485,
